order_id,order_date,customer_id,shipping_method_id,dest_address_id
81,2024-02-03 05:15:58.998111,81,3,681
82,2021-06-29 05:10:19.998111,82,4,607
83,2024-03-21 14:17:41.998111,83,2,621
84,2021-12-13 21:54:48.998111,84,2,555
85,2021-07-21 02:43:48.998111,85,2,383
86,2022-12-05 23:46:13.998111,86,3,598
87,2021-07-24 10:30:06.998111,87,4,444
88,2023-07-05 12:09:10.998111,88,3,700
89,2022-08-04 04:34:19.998111,89,4,585
90,2023-10-01 09:52:59.998111,90,1,129
91,2023-10-07 08:30:33.998111,91,1,173
92,2023-07-17 04:16:39.998111,92,3,555
93,2023-03-09 04:27:26.998111,93,2,901
94,2021-09-04 23:35:18.998111,94,1,641
95,2023-10-04 14:59:06.998111,95,4,997
96,2023-10-13 09:42:43.998111,96,2,532
97,2021-07-13 07:46:17.998111,97,1,641
98,2022-03-29 09:52:08.998111,98,3,514
99,2022-03-21 10:20:39.998111,99,4,153
100,2021-04-19 18:42:41.998111,100,1,458
101,2023-12-19 21:33:24.998111,101,4,823
102,2021-11-30 06:46:14.998111,102,2,977
103,2022-10-02 06:39:05.998111,103,3,670
104,2023-08-05 10:43:00.998111,104,1,485
105,2023-04-07 23:12:42.998111,105,1,722
106,2024-02-18 10:09:24.998111,106,1,104
107,2023-09-21 16:01:05.998111,107,1,785
108,2022-12-24 19:54:00.998111,108,2,872
109,2021-05-18 12:00:10.998111,109,1,252
110,2021-07-26 15:36:41.998111,110,2,447
111,2022-12-29 17:48:15.998111,111,2,642
112,2022-08-09 17:43:56.998111,112,2,979
113,2023-08-26 00:52:36.998111,113,4,245
114,2023-07-05 19:31:58.998111,114,3,573
115,2023-02-25 19:33:56.998111,115,3,134
116,2022-09-11 12:16:59.998111,116,2,360
117,2022-04-26 04:56:04.998111,117,3,497
118,2023-04-21 13:03:47.998111,118,3,178
119,2023-12-13 17:49:30.998111,119,4,673
120,2022-02-26 01:01:28.998111,120,3,761
121,2023-03-02 15:46:53.998111,121,2,762
122,2021-12-22 01:23:36.998111,122,4,633
123,2023-11-16 07:34:24.998111,123,4,22
124,2023-03-11 14:38:19.998111,124,1,625
125,2021-06-21 06:10:48.998111,125,2,611
126,2021-07-24 08:10:30.998111,126,1,271
127,2024-01-26 19:05:20.998111,127,3,490
128,2021-10-06 11:15:13.998111,128,3,796
129,2021-06-01 09:54:00.998111,129,1,526
130,2023-02-10 10:41:36.998111,130,1,376
131,2022-04-10 02:05:30.998111,131,1,690
132,2022-04-02 23:12:33.998111,132,2,885
133,2022-09-22 15:49:59.998111,133,1,580
134,2021-05-01 09:51:42.998111,134,4,575
135,2021-11-22 00:25:49.998111,135,1,160
136,2023-06-22 07:39:56.998111,136,3,993
137,2021-07-08 07:54:17.998111,137,3,665
138,2022-11-08 23:06:52.998111,138,1,113
139,2022-12-04 22:13:19.998111,139,1,105
140,2023-11-13 13:30:07.998111,140,1,770
141,2023-09-20 11:45:14.998111,141,1,907
142,2023-01-29 01:56:30.998111,142,2,504
143,2023-07-08 06:06:02.998111,143,4,914
144,2022-08-28 04:35:11.998111,144,4,32
145,2024-02-01 07:44:23.998111,145,3,354
146,2021-10-25 18:38:59.998111,146,4,624
147,2021-04-18 23:47:40.998111,147,4,424
148,2024-03-14 13:58:51.998111,148,3,441
149,2021-06-16 10:56:51.998111,149,2,534
150,2023-04-29 23:50:13.998111,150,1,71
151,2023-06-18 20:51:35.998111,151,1,289
152,2023-05-01 11:37:30.998111,152,4,162
153,2023-12-30 13:00:14.998111,153,3,512
154,2023-01-29 21:48:58.998111,154,4,698
155,2023-11-01 23:06:51.998111,155,2,591
156,2022-10-12 05:54:10.998111,156,2,981
157,2023-06-21 20:48:26.998111,157,2,271
158,2021-04-18 16:10:28.998111,158,2,298
159,2023-09-18 19:19:05.998111,159,3,436
160,2021-11-21 20:37:14.998111,160,1,515
161,2024-02-10 19:23:07.998111,161,2,823
162,2022-11-24 03:39:07.998111,162,3,712
163,2023-01-30 04:52:07.998111,163,2,972
164,2022-09-04 15:42:05.998111,164,1,759
165,2023-12-19 17:53:10.998111,165,2,915
166,2023-10-22 16:30:31.998111,166,1,188
167,2022-12-30 02:11:57.998111,167,4,488
168,2022-11-03 13:59:11.998111,168,2,464
169,2023-12-02 19:14:23.998111,169,4,167
170,2023-01-27 01:07:50.998111,170,3,507
171,2022-04-26 00:14:34.998111,171,2,717
172,2023-01-20 22:59:37.998111,172,4,11
173,2022-03-30 14:13:08.998111,173,2,746
174,2022-02-10 08:51:42.998111,174,1,306
175,2024-01-15 16:05:13.998111,175,4,956
176,2023-06-13 16:47:30.998111,176,4,574
177,2021-09-15 16:43:20.998111,177,4,38
178,2022-02-11 00:33:10.998111,178,1,247
179,2023-10-16 01:41:04.998111,179,4,446
180,2022-06-23 13:02:20.998111,180,1,381
181,2022-02-04 17:55:25.998111,181,3,220
182,2024-01-27 12:46:47.998111,182,2,796
183,2022-07-16 20:25:07.998111,183,2,227
184,2021-06-19 10:58:03.998111,184,3,165
185,2021-08-30 13:34:25.998111,185,4,48
186,2023-03-30 06:52:05.998111,186,2,851
187,2021-06-15 12:34:52.998111,187,1,270
188,2023-05-28 01:49:17.998111,188,4,866
189,2023-11-15 11:15:30.998111,189,2,919
190,2021-04-25 23:57:35.998111,190,3,171
191,2023-06-04 12:15:58.998111,191,2,407
192,2023-08-26 04:29:19.998111,192,4,907
193,2023-12-02 02:43:29.998111,193,1,895
194,2023-11-22 11:35:53.998111,194,4,985
195,2022-10-01 16:47:13.998111,195,1,590
196,2021-10-30 15:56:28.998111,196,1,244
197,2022-08-14 15:10:45.998111,197,1,349
198,2023-03-30 12:03:23.998111,198,4,962
199,2022-04-08 10:31:40.998111,199,2,692
200,2022-04-17 06:27:21.998111,200,1,21
201,2021-12-07 14:50:33.998111,201,4,715
202,2022-06-30 01:54:03.998111,202,4,556
203,2021-05-25 01:14:47.998111,203,4,468
204,2023-10-17 13:05:20.998111,204,3,864
205,2023-02-11 08:06:29.998111,205,2,353
206,2023-02-20 10:06:54.998111,206,2,671
207,2022-01-22 00:59:45.998111,207,1,953
208,2023-05-26 06:51:00.998111,208,2,922
209,2023-10-12 00:28:49.998111,209,1,339
210,2023-07-21 02:43:39.998111,210,1,520
211,2022-03-16 09:35:45.998111,211,2,739
212,2022-03-23 01:36:20.998111,212,4,662
213,2021-07-13 04:27:54.998111,213,4,627
214,2023-12-05 13:28:52.998111,214,3,317
215,2021-12-02 17:54:04.998111,215,4,1
216,2023-06-09 22:31:09.998111,216,2,754
217,2023-07-30 23:07:14.998111,217,4,854
218,2022-01-14 20:43:49.998111,218,1,74
219,2022-09-25 16:04:11.998111,219,2,525
220,2021-06-18 04:26:08.998111,220,4,430
221,2022-11-10 13:04:17.998111,221,1,825
222,2022-02-28 01:27:47.998111,222,4,238
223,2022-01-22 20:00:27.998111,223,3,663
224,2022-05-24 02:07:14.998111,224,3,220
225,2022-04-04 17:12:18.998111,225,2,115
226,2023-08-11 21:22:29.998111,226,2,519
227,2023-04-12 04:20:04.998111,227,3,256
228,2022-12-13 00:16:22.998111,228,3,589
229,2021-05-03 10:18:53.998111,229,2,555
230,2021-04-11 05:37:21.998111,230,1,180
231,2023-10-25 06:48:08.998111,231,4,355
232,2023-09-30 02:16:05.998111,232,4,116
233,2022-11-08 21:20:12.998111,233,4,388
234,2023-04-01 19:28:33.998111,234,1,739
235,2022-08-21 15:08:46.998111,235,4,83
236,2023-01-04 01:05:32.998111,236,4,572
237,2023-05-23 05:23:10.998111,237,2,75
238,2023-07-28 08:46:18.998111,238,2,513
239,2023-11-22 18:55:12.998111,239,3,927
240,2021-10-04 21:00:49.998111,240,1,209
241,2023-03-15 01:00:26.998111,241,1,689
242,2021-07-26 15:04:46.998111,242,4,930
243,2022-10-29 01:27:08.998111,243,4,328
244,2021-06-14 13:32:01.998111,244,1,185
245,2021-08-08 03:27:15.998111,245,2,494
246,2023-04-30 06:49:24.998111,246,2,859
247,2021-05-15 03:02:52.998111,247,3,880
248,2022-12-29 09:30:42.998111,248,3,282
249,2021-06-03 22:14:48.998111,249,3,494
250,2024-02-27 05:44:25.998111,250,4,948
251,2022-09-26 19:38:17.998111,251,2,828
252,2021-07-20 16:34:54.998111,252,2,282
253,2022-11-25 01:31:33.998111,253,1,29
254,2021-08-24 03:20:19.998111,254,4,524
255,2021-04-09 23:22:58.998111,255,4,445
256,2021-06-10 11:44:05.998111,256,4,366
257,2021-12-05 02:51:33.998111,257,4,664
258,2023-05-15 10:57:34.998111,258,1,314
259,2021-11-26 16:50:28.998111,259,1,267
260,2022-04-16 13:16:05.998111,260,3,928
261,2023-07-26 05:40:21.998111,261,3,898
262,2022-05-28 07:54:03.998111,262,4,434
263,2022-11-18 07:32:08.998111,263,3,938
264,2023-01-18 19:05:24.998111,264,3,135
265,2021-10-31 14:52:55.998111,265,3,863
266,2023-11-02 11:24:49.998111,266,4,295
267,2023-10-08 04:21:42.998111,267,4,759
268,2021-05-21 18:29:10.998111,268,3,493
269,2022-01-26 00:42:08.998111,269,2,823
270,2023-10-21 04:00:12.998111,270,4,472
271,2022-02-03 04:55:25.998111,271,3,645
272,2023-01-29 18:15:16.998111,272,4,66
273,2022-12-07 18:57:18.998111,273,1,105
274,2022-12-24 15:49:43.998111,274,3,156
275,2023-01-12 05:45:40.998111,275,1,791
276,2023-12-24 17:17:54.998111,276,2,26
277,2023-04-07 19:27:39.998111,277,1,6
278,2022-09-28 20:35:21.998111,278,2,845
279,2022-05-26 18:01:50.998111,279,4,808
280,2022-06-27 18:04:36.998111,280,1,830
281,2021-04-21 01:46:01.998111,281,4,756
282,2023-01-21 06:51:34.998111,282,3,276
283,2021-06-02 10:12:32.998111,283,2,153
284,2023-11-10 19:05:13.998111,284,4,839
285,2021-04-18 06:31:14.998111,285,1,141
286,2024-01-17 06:43:43.998111,286,2,183
287,2023-10-22 08:19:15.998111,287,1,332
288,2022-08-28 01:13:48.998111,288,1,61
289,2022-12-08 17:50:46.998111,289,3,69
290,2021-07-23 01:35:10.998111,290,3,500
291,2021-11-15 19:48:27.998111,291,2,864
292,2021-08-04 07:35:25.998111,292,3,170
293,2023-12-12 10:28:00.998111,293,2,311
294,2022-08-08 04:04:25.998111,294,3,282
295,2021-06-11 02:33:18.998111,295,4,836
296,2021-08-15 19:54:46.998111,296,1,323
297,2021-11-30 23:17:09.998111,297,1,306
298,2023-10-28 09:55:32.998111,298,1,894
299,2024-01-20 21:22:39.998111,299,3,161
300,2022-01-05 04:19:07.998111,300,4,342
301,2021-08-05 07:30:30.998111,301,3,672
302,2022-04-29 17:07:55.998111,302,4,531
303,2023-12-05 23:11:32.998111,303,1,3
304,2023-07-30 05:22:51.998111,304,2,74
305,2023-12-21 23:16:50.998111,305,4,868
306,2023-07-20 07:34:11.998111,306,4,987
307,2023-05-01 19:22:10.998111,307,2,353
308,2022-06-16 08:50:54.998111,308,2,269
309,2024-02-25 18:01:17.998111,309,1,599
310,2023-11-18 20:12:53.998111,310,3,124
311,2023-12-25 07:25:15.998111,311,1,573
312,2023-03-29 04:13:50.998111,312,4,168
313,2023-03-07 13:45:26.998111,313,4,514
314,2021-05-13 12:00:27.998111,314,4,394
315,2022-07-10 17:13:28.998111,315,1,494
316,2021-06-03 16:32:34.998111,316,4,554
317,2024-03-20 08:03:25.998111,317,1,313
318,2021-08-07 18:58:35.998111,318,1,287
319,2021-11-19 17:32:20.998111,319,2,949
320,2024-02-18 04:48:04.998111,320,1,906
321,2023-03-23 20:19:49.998111,321,4,947
322,2021-09-02 20:17:34.998111,322,3,529
323,2024-02-18 10:30:36.998111,323,2,400
324,2023-02-28 04:10:50.998111,324,4,481
325,2022-10-16 18:27:24.998111,325,3,219
326,2022-12-31 19:22:56.998111,326,1,29
327,2023-11-08 08:17:46.998111,327,1,724
328,2023-11-06 20:28:47.998111,328,2,96
329,2021-09-16 20:33:48.998111,329,1,841
330,2023-02-07 03:55:49.998111,330,3,874
331,2022-01-19 01:06:32.998111,331,2,781
332,2022-02-14 07:35:00.998111,332,4,993
333,2021-12-06 22:47:34.998111,333,2,961
334,2022-07-27 01:09:57.998111,334,4,479
335,2023-04-15 19:47:02.998111,335,1,310
336,2022-02-03 22:36:14.998111,336,4,373
337,2021-04-05 16:06:12.998111,337,1,484
338,2022-06-15 23:16:06.998111,338,1,938
339,2023-03-30 23:15:25.998111,339,3,63
340,2023-04-29 17:39:51.998111,340,2,415
341,2023-07-22 21:36:09.998111,341,1,154
342,2023-09-11 18:26:43.998111,342,2,912
343,2022-03-02 02:41:46.998111,343,2,710
344,2021-10-02 21:51:07.998111,344,4,937
345,2021-12-18 17:55:24.998111,345,2,932
346,2023-03-13 22:13:00.998111,346,4,587
347,2024-03-05 18:37:09.998111,347,3,345
348,2023-04-21 21:07:02.998111,348,2,547
349,2023-11-27 02:49:30.998111,349,4,387
350,2022-12-22 23:04:03.998111,350,1,83
351,2023-11-04 02:19:02.998111,351,2,765
352,2023-05-06 17:04:24.998111,352,1,877
353,2022-04-01 14:04:28.998111,353,3,831
354,2022-04-04 14:47:33.998111,354,3,451
355,2021-08-20 06:54:16.998111,355,4,233
356,2022-11-09 11:56:34.998111,356,4,989
357,2023-05-16 19:25:42.998111,357,1,656
358,2021-04-16 13:25:25.998111,358,4,680
359,2022-12-04 22:37:44.998111,359,4,610
360,2021-11-28 10:49:49.998111,360,1,306
361,2021-10-29 09:48:01.998111,361,2,579
362,2023-06-11 18:05:50.998111,362,2,683
363,2022-01-02 18:33:18.998111,363,4,100
364,2022-05-26 00:12:21.998111,364,3,785
365,2022-11-11 08:58:42.998111,365,4,561
366,2023-08-04 19:00:19.998111,366,1,334
367,2023-08-30 15:16:11.998111,367,4,461
368,2023-04-29 15:12:19.998111,368,4,776
369,2023-07-13 04:19:13.998111,369,1,698
370,2022-09-21 02:19:12.998111,370,3,564
371,2021-12-16 13:06:38.998111,371,4,389
372,2023-03-23 19:07:05.998111,372,2,715
373,2021-05-16 04:05:03.998111,373,3,236
374,2023-05-18 17:57:53.998111,374,3,456
375,2023-02-27 03:15:48.998111,375,3,652
376,2023-06-24 02:48:57.998111,376,2,516
377,2022-11-24 17:11:23.998111,377,3,838
378,2021-11-03 08:17:02.998111,378,2,278
379,2023-07-28 18:33:49.998111,379,2,895
380,2022-03-31 08:08:47.998111,380,2,447
381,2023-03-15 11:21:20.998111,381,2,600
382,2021-11-30 02:14:01.998111,382,3,116
383,2021-09-23 05:19:34.998111,383,3,521
384,2022-10-04 09:40:58.998111,384,3,726
385,2022-06-18 10:29:06.998111,385,4,759
386,2024-01-26 18:01:19.998111,386,2,365
387,2022-07-03 00:56:59.998111,387,4,959
388,2021-04-25 18:05:48.998111,388,1,531
389,2024-02-09 12:14:44.998111,389,4,356
390,2022-07-07 01:19:26.998111,390,1,50
391,2022-05-25 20:20:50.998111,391,4,745
392,2022-05-27 21:50:48.998111,392,1,8
393,2021-06-05 03:18:31.998111,393,4,276
394,2023-09-29 13:11:47.998111,394,4,840
395,2024-02-25 22:48:41.998111,395,2,946
396,2023-11-14 19:29:03.998111,396,4,517
397,2021-07-31 08:18:55.998111,397,2,728
398,2024-03-15 21:12:49.998111,398,1,361
399,2021-05-22 02:11:56.998111,399,2,152
400,2021-07-15 11:01:53.998111,400,3,861
401,2021-11-28 10:17:22.998111,401,3,645
402,2021-12-24 04:12:53.998111,402,2,798
403,2022-08-30 06:35:36.998111,403,3,789
404,2021-07-31 09:01:05.998111,404,3,517
405,2023-04-07 16:18:14.998111,405,4,907
406,2021-03-31 14:57:50.998111,406,3,46
407,2023-10-06 10:30:01.998111,407,4,508
408,2022-06-12 02:40:43.998111,408,1,248
409,2023-05-05 04:32:11.998111,409,1,7
410,2024-03-11 06:33:09.998111,410,4,15
411,2022-04-07 17:00:13.998111,411,4,541
412,2023-09-06 06:16:21.998111,412,3,984
413,2023-10-09 03:42:57.998111,413,4,135
414,2023-03-06 06:28:42.998111,414,1,450
415,2022-02-09 18:15:30.998111,415,3,465
416,2021-06-07 10:12:39.998111,416,1,694
417,2023-09-06 22:45:06.998111,417,3,845
418,2023-12-06 09:26:57.998111,418,2,371
419,2024-03-13 19:11:36.998111,419,4,426
420,2021-07-25 08:49:01.998111,420,2,728
421,2022-02-14 20:50:26.998111,421,4,328
422,2023-05-15 18:37:34.998111,422,3,24
423,2023-12-18 03:27:36.998111,423,2,326
424,2023-11-20 12:27:08.998111,424,2,176
425,2021-08-11 17:46:10.998111,425,4,149
426,2021-09-06 19:02:48.998111,426,2,162
427,2023-07-07 15:46:13.998111,427,2,530
428,2024-02-26 01:43:28.998111,428,3,261
429,2021-05-04 00:20:16.998111,429,1,940
430,2022-12-12 17:35:44.998111,430,4,644
431,2023-09-09 00:45:07.998111,431,3,954
432,2023-10-27 13:14:35.998111,432,4,944
433,2022-04-11 18:06:17.998111,433,1,265
434,2023-10-28 06:50:59.998111,434,3,971
435,2021-11-16 23:36:41.998111,435,3,914
436,2022-07-30 13:18:29.998111,436,3,102
437,2021-08-29 13:11:16.998111,437,1,71
438,2024-02-02 11:37:28.998111,438,4,56
439,2023-04-02 02:20:08.998111,439,1,29
440,2021-12-21 16:45:42.998111,440,1,358
441,2022-09-01 19:27:56.998111,441,3,685
442,2023-09-28 17:36:41.998111,442,3,134
443,2021-07-09 14:20:13.998111,443,2,531
444,2021-06-02 19:14:41.998111,444,4,812
445,2021-05-29 15:52:00.998111,445,1,542
446,2022-12-12 16:50:11.998111,446,4,533
447,2022-12-11 15:34:44.998111,447,4,322
448,2023-09-24 07:59:01.998111,448,4,686
449,2022-01-20 04:32:26.998111,449,4,375
450,2023-07-31 21:53:10.998111,450,4,804
451,2021-11-19 07:50:52.998111,451,1,403
452,2023-10-25 19:30:24.998111,452,3,759
453,2022-01-21 16:19:44.998111,453,2,495
454,2022-10-28 02:19:40.998111,454,1,66
455,2023-02-18 08:53:01.998111,455,1,304
456,2021-11-15 15:20:10.998111,456,2,942
457,2023-03-29 03:10:18.998111,457,3,931
458,2022-02-17 20:49:26.998111,458,1,700
459,2022-07-27 15:34:07.998111,459,1,266
460,2023-10-27 03:56:58.998111,460,4,852
461,2023-04-19 22:41:30.998111,461,4,26
462,2023-02-28 19:28:30.998111,462,3,373
463,2021-04-21 05:04:06.998111,463,3,859
464,2021-07-19 21:52:02.998111,464,4,145
465,2022-08-06 15:40:56.998111,465,3,975
466,2022-01-08 10:16:42.998111,466,1,665
467,2023-03-29 20:51:02.998111,467,4,931
468,2023-11-29 15:04:45.998111,468,2,135
469,2022-03-23 10:40:40.998111,469,3,86
470,2021-10-31 03:48:08.998111,470,3,762
471,2023-03-15 19:30:11.998111,471,4,560
472,2022-08-06 00:33:29.998111,472,1,183
473,2024-03-02 11:06:10.998111,473,4,961
474,2022-03-07 00:59:45.998111,474,4,493
475,2021-06-04 08:28:26.998111,475,4,392
476,2024-02-13 06:23:29.998111,476,3,901
477,2024-02-13 10:55:42.998111,477,3,948
478,2024-02-22 03:27:35.998111,478,3,924
479,2022-09-11 15:43:06.998111,479,2,742
480,2021-12-23 19:22:04.998111,480,1,350
481,2024-01-31 07:50:07.998111,481,2,847
482,2022-07-21 17:12:47.998111,482,1,268
483,2021-04-22 17:05:48.998111,483,2,1000
484,2024-01-29 01:16:42.998111,484,2,214
485,2021-11-19 17:04:59.998111,485,3,901
486,2022-03-15 13:57:29.998111,486,2,461
487,2021-06-11 21:52:49.998111,487,2,995
488,2024-02-12 22:34:12.998111,488,1,751
489,2023-03-26 23:39:25.998111,489,4,336
490,2023-11-26 04:45:37.998111,490,2,744
491,2022-11-04 09:45:36.998111,491,1,623
492,2023-03-07 22:29:24.998111,492,3,340
493,2022-12-17 15:09:45.998111,493,4,713
494,2023-03-13 07:23:28.998111,494,3,920
495,2022-03-19 08:23:29.998111,495,2,406
496,2022-06-20 00:17:09.998111,496,2,712
497,2021-06-14 11:45:37.998111,497,3,427
498,2022-02-18 12:04:22.998111,498,4,839
499,2023-04-30 19:22:37.998111,499,1,492
500,2022-04-13 11:15:49.998111,500,3,143
501,2023-10-14 14:10:25.998111,501,2,345
502,2023-12-24 12:35:22.998111,502,1,931
503,2022-11-08 17:13:08.998111,503,4,836
504,2023-08-06 08:57:13.998111,504,4,336
505,2024-01-04 14:04:16.998111,505,1,967
506,2022-10-22 06:27:53.998111,506,3,316
507,2022-03-21 10:22:51.998111,507,2,429
508,2021-04-30 17:32:30.998111,508,2,290
509,2022-02-06 07:57:14.998111,509,1,658
510,2022-05-23 13:07:40.998111,510,1,261
511,2023-06-15 10:44:29.998111,511,2,172
512,2022-11-02 21:25:53.998111,512,1,895
513,2022-02-11 19:20:34.998111,513,4,594
514,2022-04-18 14:32:53.998111,514,3,385
515,2021-12-04 10:36:47.998111,515,4,834
516,2021-07-05 12:35:44.998111,516,2,233
517,2023-09-27 16:28:52.998111,517,3,83
518,2023-08-18 21:20:49.998111,518,4,612
519,2022-07-16 06:42:30.998111,519,3,31
520,2021-11-13 02:23:13.998111,520,2,711
521,2022-06-07 18:28:57.998111,521,1,937
522,2023-05-20 06:05:08.998111,522,1,641
523,2021-05-02 22:36:03.998111,523,4,491
524,2021-04-20 00:47:18.998111,524,2,550
525,2023-09-22 12:32:44.998111,525,2,239
526,2021-09-24 10:18:45.998111,526,2,644
527,2023-05-19 01:36:26.998111,527,4,45
528,2023-02-16 01:58:54.998111,528,2,485
529,2024-01-18 00:27:24.998111,529,4,127
530,2021-07-02 12:33:35.998111,530,4,300
531,2021-09-03 20:44:40.998111,531,4,600
532,2023-12-24 12:34:54.998111,532,1,304
533,2021-06-12 06:02:40.998111,533,4,515
534,2022-05-25 11:30:29.998111,534,3,856
535,2022-09-21 22:04:20.998111,535,2,47
536,2022-03-15 16:03:08.998111,536,1,69
537,2024-01-26 03:52:32.998111,537,2,314
538,2022-07-19 22:30:40.998111,538,4,754
539,2022-05-21 12:19:09.998111,539,4,359
540,2021-05-17 15:56:02.998111,540,4,625
541,2021-12-11 22:39:39.998111,541,1,139
542,2022-08-17 19:18:37.998111,542,1,712
543,2022-09-14 20:20:02.998111,543,3,95
544,2021-06-25 05:56:49.998111,544,2,854
545,2022-10-30 09:16:58.998111,545,1,934
546,2023-04-01 15:24:46.998111,546,3,799
547,2023-08-11 20:11:44.998111,547,2,371
548,2022-04-17 00:28:01.998111,548,2,518
549,2021-04-25 14:40:47.998111,549,1,890
550,2023-08-19 10:20:48.998111,550,4,448
551,2021-12-04 21:45:24.998111,551,1,458
552,2024-03-26 06:49:53.998111,552,1,297
553,2021-07-13 00:17:34.998111,553,3,264
554,2021-07-27 22:36:13.998111,554,2,62
555,2024-03-13 08:38:20.998111,555,4,689
556,2021-09-16 03:30:13.998111,556,4,569
557,2021-10-14 02:30:27.998111,557,2,906
558,2023-08-14 14:14:35.998111,558,2,421
559,2022-07-26 19:56:39.998111,559,3,927
560,2021-04-25 21:59:27.998111,560,2,86
561,2021-08-05 12:57:29.998111,561,1,165
562,2023-07-14 02:42:10.998111,562,3,343
563,2023-08-07 11:55:18.998111,563,2,761
564,2022-11-14 11:40:34.998111,564,2,332
565,2021-09-06 13:08:26.998111,565,1,214
566,2023-04-13 20:35:59.998111,566,2,688
567,2022-12-27 18:09:58.998111,567,4,374
568,2021-04-30 18:53:38.998111,568,4,281
569,2021-10-19 17:52:44.998111,569,4,602
570,2023-02-04 07:44:24.998111,570,4,709
571,2024-02-26 09:12:15.998111,571,4,139
572,2021-05-11 18:20:13.998111,572,1,741
573,2023-07-14 20:13:31.998111,573,2,250
574,2023-01-27 10:40:52.998111,574,3,453
575,2023-07-17 19:16:31.998111,575,1,991
576,2023-08-05 14:49:36.998111,576,2,701
577,2022-08-31 03:32:36.998111,577,2,702
578,2023-10-29 00:01:44.998111,578,2,374
579,2023-08-18 22:11:36.998111,579,1,468
580,2023-08-18 13:45:09.998111,580,2,377
