line_id,order_id,book_id,price
1043,1043,2483,8.47
1044,1044,7458,19.52
1045,1045,8187,7.67
1046,1046,8881,16.17
1047,1047,4617,14.07
1048,1048,3210,16.3
1049,1049,9421,14.7
1050,1050,10958,4.16
1051,1051,11021,10.61
1052,1052,5769,19.8
1053,1053,2489,9.29
1054,1054,2031,13.29
1055,1055,4744,8.0
1056,1056,6560,8.58
1057,1057,2742,18.15
1058,1058,5776,18.13
1059,1059,7994,10.87
1060,1060,9182,8.69
1061,1061,3923,1.19
1062,1062,9183,11.02
1063,1063,5161,18.83
1064,1064,2063,7.04
1065,1065,1202,10.07
1066,1066,466,15.23
1067,1067,5324,15.12
1068,1068,8352,16.75
1069,1069,8078,18.97
1070,1070,7780,10.37
1071,1071,1868,8.06
1072,1072,4422,14.62
1073,1073,1569,8.34
1074,1074,8809,10.3
1075,1075,9529,4.18
1076,1076,1336,17.26
1077,1077,3342,14.25
1078,1078,9111,11.32
1079,1079,3003,14.39
1080,1080,9016,1.74
1081,1081,4552,4.52
1082,1082,10833,5.37
1083,1083,2362,16.0
1084,1084,6055,4.61
1085,1085,4107,18.12
1086,1086,2910,0.13
1087,1087,869,2.77
1088,1088,9230,15.44
1089,1089,5874,14.61
1090,1090,8772,17.74
1091,1091,4102,17.95
1092,1092,31,5.63
1093,1093,8223,12.67
1094,1094,9024,16.39
1095,1095,5766,14.0
1096,1096,8720,10.73
1097,1097,8060,9.93
1098,1098,10444,17.93
1099,1099,11047,7.04
1100,1100,4417,0.72
1101,1101,7881,11.94
1102,1102,463,19.83
1103,1103,1729,11.17
1104,1104,3093,10.72
1105,1105,3775,18.73
1106,1106,1518,16.06
1107,1107,5682,12.75
1108,1108,8237,6.88
1109,1109,4925,5.49
1110,1110,1118,17.54
1111,1111,9936,8.58
1112,1112,4256,18.69
1113,1113,1921,3.51
1114,1114,8998,12.95
1115,1115,3866,7.5
1116,1116,4380,4.46
1117,1117,65,19.49
1118,1118,1226,16.01
1119,1119,5914,11.27
1120,1120,3210,17.49
1121,1121,5639,3.72
1122,1122,4850,7.27
1123,1123,4395,13.34
1124,1124,5559,15.85
1125,1125,9851,15.65
1126,1126,5527,11.55
1127,1127,5851,9.42
1128,1128,3213,11.46
1129,1129,3991,6.83
1130,1130,6752,11.41
1131,1131,2888,14.62
1132,1132,2921,10.15
1133,1133,6240,12.58
1134,1134,4028,13.86
1135,1135,2785,9.2
1136,1136,6547,11.58
1137,1137,7504,2.37
1138,1138,6165,6.23
1139,1139,3785,9.55
1140,1140,10593,13.32
1141,1141,9716,12.58
1142,1142,10863,17.51
1143,1143,4642,2.84
1144,1144,5485,13.81
1145,1145,7169,12.86
1146,1146,9594,12.37
1147,1147,8629,15.46
1148,1148,7898,16.63
1149,1149,5665,7.41
1150,1150,5386,4.29
1151,1151,9501,2.57
1152,1152,6512,11.65
1153,1153,9257,17.45
1154,1154,1185,18.92
1155,1155,3136,10.95
1156,1156,11104,10.01
1157,1157,2269,8.62
1158,1158,2561,4.3
1159,1159,6375,16.35
1160,1160,1430,10.03
1161,1161,3055,0.94
1162,1162,6250,15.62
1163,1163,8710,5.57
1164,1164,6360,19.49
1165,1165,11000,19.12
1166,1166,5629,18.34
1167,1167,8661,9.12
1168,1168,2358,9.34
1169,1169,11002,6.83
1170,1170,7109,0.26
1171,1171,6781,16.42
1172,1172,10787,14.23
1173,1173,1161,7.84
1174,1174,10083,7.61
1175,1175,843,16.9
1176,1176,5976,13.13
1177,1177,1100,18.0
1178,1178,7750,12.44
1179,1179,3219,13.62
1180,1180,11081,15.25
1181,1181,2195,4.23
1182,1182,5734,2.37
1183,1183,8181,8.87
1184,1184,7890,14.7
1185,1185,5539,6.22
1186,1186,627,7.25
1187,1187,7664,2.27
1188,1188,6229,7.11
1189,1189,3884,16.91
1190,1190,4876,18.37
1191,1191,4896,10.72
1192,1192,9224,12.22
1193,1193,8046,0.39
1194,1194,7858,0.41
1195,1195,7667,7.01
1196,1196,323,7.14
1197,1197,7801,15.84
1198,1198,4161,10.45
1199,1199,980,19.29
1200,1200,9941,16.19
1201,1201,7661,6.57
1202,1202,7945,17.88
1203,1203,5100,3.05
1204,1204,10986,14.36
1205,1205,8904,9.51
1206,1206,8193,12.53
1207,1207,4994,18.58
1208,1208,76,10.75
1209,1209,5113,11.95
1210,1210,8555,17.38
1211,1211,3927,19.7
1212,1212,2304,19.06
1213,1213,6151,16.25
1214,1214,8680,17.79
1215,1215,710,12.07
1216,1216,1888,8.27
1217,1217,7098,19.94
1218,1218,181,12.05
1219,1219,6590,1.6
1220,1220,10646,5.33
1221,1221,71,10.35
1222,1222,860,10.91
1223,1223,9759,6.62
1224,1224,8668,16.73
1225,1225,3359,8.09
1226,1226,4253,4.79
1227,1227,1517,8.79
1228,1228,11039,0.67
1229,1229,6259,10.88
1230,1230,707,10.06
1231,1231,10188,7.51
1232,1232,9711,4.47
1233,1233,5180,15.09
1234,1234,2746,11.59
1235,1235,5593,8.25
1236,1236,2907,7.93
